CUSIP,fiscal_year,quarter,actual_eps,forecast_eps,cusip,eps_name,transcript_name,confidence_level,filepath,transcript_date,eps_date,eps_value,eps_date_from_mapping,confidence_level_from_mapping,mapping_key,eps_std
98212N10,2023.0,3.0,,-0.1,98212N10,WRAP TECHNOLOGIES INC,"Wrap Technologies, Inc.",high,transcripts_by_company/Wrap_Technologies_Inc_2023Q3.txt,2020-07-24,2020-07-31,-0.09,2020-07-31,high,98212N10_2023_3,
73744610,2018.0,3.0,1.08,1.22,73744610,POST HOLDINGS INC,"Post Holdings, Inc.",high,transcripts_by_company/Post_Holdings_Inc_2018Q3.txt,2018-08-03,2018-08-02,1.06,2018-08-02,high,73744610_2018_3,0.0888888888888888
18683K10,2010.0,3.0,2.18,2.11,18683K10,CLIFFS NATURAL RESOURCES INC,Cliffs Natural Resources Inc.,high,transcripts_by_company/Cliffs_Natural_Resources_Inc_2010Q3.txt,2010-07-29,2010-07-28,1.92,2010-07-28,high,18683K10_2010_3,0.3477777777777777
45768S10,2017.0,2.0,1.16,1.04,45768S10,INNOSPEC INC,Innospec Inc.,high,transcripts_by_company/Innospec_Inc_2017Q2.txt,2017-05-10,2017-05-09,1.0,2017-05-09,high,45768S10_2017_2,0.0233333333333333
91912E10,2015.0,2.0,0.33,0.18,91912E10,VALE SA,PT Vale Indonesia Tbk,high,transcripts_by_company/PT_Vale_Indonesia_Tbk_2015Q2.txt,2015-05-05,2015-07-30,0.33,2015-07-30,high,91912E10_2015_2,0.0844444444444444
37320030,2009.0,4.0,-0.7,-0.67,37320030,GEORGIA GULF CORP,Georgia Gulf Corporation,high,transcripts_by_company/Georgia_Gulf_Corporation_2009Q4.txt,2009-11-05,2009-11-04,-1.18,2009-11-04,high,37320030_2009_4,0.18
41269310,2006.0,3.0,0.63,0.71,41269310,"HARLAND, JOHN",John H. Harland Company,high,transcripts_by_company/John_H_Harland_Company_2006Q3.txt,2006-08-04,2006-08-03,0.61,2006-08-03,high,41269310_2006_3,0.0055555555555555
74366E10,2021.0,1.0,-0.54,-0.64,74366E10,PROTAGONIST THERAPEUTICS INC,"Protagonist Therapeutics, Inc.",high,transcripts_by_company/Protagonist_Therapeutics_Inc_2021Q1.txt,2021-01-11,2021-03-10,-1.94,2021-03-10,high,74366E10_2021_1,0.07
59151K10,2012.0,1.0,0.41,0.9,59151K10,METHANEX CORP,Methanex Corp,high,transcripts_by_company/Methanex_Corp_2012Q1.txt,2012-01-26,2012-01-25,2.06,2012-01-25,high,59151K10_2012_1,0.1011111111111111
44701110,2010.0,3.0,0.34,0.16,44701110,HUNTSMAN CORP,Huntsman Corporation,high,transcripts_by_company/Huntsman_Corporation_2010Q3.txt,2010-08-05,2010-08-05,0.22,2010-08-05,high,44701110_2010_3,0.03625
09972410,2006.0,3.0,0.77,1.04,09972410,BORGWARNER INC,BorgWarner,high,transcripts_by_company/BorgWarner_2006Q3.txt,2006-09-22,2006-10-27,0.77,2006-10-27,high,09972410_2006_3,0.03
M2196U10,2017.0,3.0,0.32,,M2196U10,CELLCOM ISRAEL LTD,Cellcom Israel Ltd.,high,transcripts_by_company/Cellcom_Israel_Ltd_2017Q3.txt,2017-08-08,2017-08-07,0.45,2017-08-07,high,M2196U10_2017_3,
88337510,2007.0,3.0,0.05,,88337510,THERAGENICS CORPORATION,Theragenics Corporation,high,transcripts_by_company/Theragenics_Corporation_2007Q3.txt,2007-08-02,2007-08-02,0.05,2007-08-02,high,88337510_2007_3,
38068T10,2018.0,1.0,,,38068T10,GOLD RESOURCE CORP,Gold Resource Corporation,high,transcripts_by_company/Gold_Resource_Corporation_2018Q1.txt,2018-03-09,2018-03-08,,2018-03-08,high,38068T10_2018_1,
50104910,2004.0,2.0,,0.36,50104910,KROLL INC,Kroll,high,transcripts_by_company/Kroll_2004Q2.txt,2004-04-29,2004-04-29,0.35,2004-04-29,high,50104910_2004_2,0.02375
57174810,2014.0,3.0,0.56,0.54,57174810,MARSH  MCLENNAN COMPANIES INC,"Marsh &amp; McLennan Companies, Inc.",high,transcripts_by_company/Marsh_and_McLennan_Companies_Inc_2014Q3.txt,2014-07-29,2014-07-29,0.79,2014-07-29,high,57174810_2014_3,0.02
03834A10,2011.0,1.0,0.04,0.09,03834A10,APPROACH RESOURCES INC,"Approach Resources, Inc.",high,transcripts_by_company/Approach_Resources_Inc_2011Q1.txt,2011-03-09,2011-03-08,0.39,2011-03-08,high,03834A10_2011_1,0.0311111111111111
92025310,2019.0,2.0,2.1,2.2,92025310,VALMONT INDUSTRIES INC,"Valmont Industries, Inc.",high,transcripts_by_company/Valmont_Industries_Inc_2019Q2.txt,2019-04-24,2019-04-23,1.66,2019-04-23,high,92025310_2019_2,0.1411111111111111
17166A10,2023.0,4.0,-12.59,-1.58,17166A10,CIBUS INC,Cibus Nordic Real Estate AB,high,transcripts_by_company/Cibus_Nordic_Real_Estate_AB_CurrentQ4.txt,2023-11-07,2023-11-09,-1.59,2023-11-09,high,17166A10_2023_4,0.4742857142857143
28608210,2005.0,4.0,0.36,0.24,28608210,ELECTRONICS FOR IMAGING INC,Electronics for Imaging Inc.,high,transcripts_by_company/Electronics_for_Imaging_Inc_2005Q4.txt,2005-10-19,2005-10-19,0.35,2005-10-19,high,28608210_2005_4,0.0144444444444444
58391610,2004.0,3.0,-0.68,-0.46,58391610,MEDAREX INC,Medarex,high,transcripts_by_company/Medarex_2004Q3.txt,2004-08-23,2004-08-09,-0.55,2004-08-09,high,58391610_2004_3,0.035
80042210,2015.0,2.0,0.75,0.69,80042210,JOHN B SANFILIPPO & SON INC,"John B. Sanfilippo &amp; Son, Inc.",high,transcripts_by_company/John_B_Sanfilippo_and_Son_Inc_2015Q2.txt,2015-04-28,2015-04-27,0.58,2015-04-27,high,80042210_2015_2,
86490910,2013.0,3.0,0.03,0.07,86490910,SUCAMPO PHARMACEUTICALS INC,Sucampo Pharmaceuticals Inc,high,transcripts_by_company/Sucampo_Pharmaceuticals_Inc_2013Q3.txt,2013-08-08,2013-08-08,0.14,2013-08-08,high,86490910_2013_3,0.0871428571428571
25456W20,2005.0,1.0,0.61,0.77,25456W20,DIRECT GENERAL CORP,Direct General Corporation,high,transcripts_by_company/Direct_General_Corporation_2005Q1.txt,2005-02-09,2005-02-08,2.38,2005-02-08,high,25456W20_2005_1,0.036
34985310,2021.0,3.0,1.14,0.86,34985310,FORWARD AIR CORP,Forward Air Corporation,high,transcripts_by_company/Forward_Air_Corporation_2021Q3.txt,2021-07-30,2021-07-29,1.11,2021-07-29,high,34985310_2021_3,0.0522222222222222
85915210,2011.0,1.0,0.61,0.6,85915210,STERIS CORP,STERIS Corporation,high,transcripts_by_company/STERIS_Corporation_2011Q1.txt,2011-02-08,2011-02-08,0.57,2011-02-08,high,85915210_2011_1,0.0444444444444444
25365110,2004.0,2.0,0.6,0.66,25365110,DIEBOLD INC,Diebold,high,transcripts_by_company/Diebold_2004Q2.txt,2004-04-20,2004-04-20,0.4,2004-04-20,high,25365110_2004_2,0.0114285714285714
63651810,2013.0,2.0,0.12,0.21,63651810,NATIONAL INSTRUMENTS CORP,National Instruments,high,transcripts_by_company/National_Instruments_2013Q2.txt,2013-04-25,2013-04-25,0.15,2013-04-25,high,63651810_2013_2,0.02
29462810,2017.0,2.0,0.09,,29462810,EQUITY COMMONWEALTH,Equity Commonwealth,high,transcripts_by_company/Equity_Commonwealth_2017Q2.txt,2017-05-04,2017-05-03,,2017-05-03,high,29462810_2017_2,
01973R10,2022.0,1.0,1.3,1.22,01973R10,ALLISON TRANSMISSION HOLDINGS IN,"Allison Transmission Holdings, Inc.",high,transcripts_by_company/Allison_Transmission_Holdings_Inc_2022Q1.txt,2022-02-16,2022-02-16,4.13,2022-02-16,high,01973R10_2022_1,0.0833333333333333
00439710,2007.0,3.0,0.04,0.08,00439710,ACCURAY INC,Accuray Incorporated,high,transcripts_by_company/Accuray_Incorporated_2007Q3.txt,2007-08-16,2007-08-16,-0.18,2007-08-16,high,00439710_2007_3,0.0214285714285714
38068T10,2020.0,1.0,-0.05,0.13,38068T10,GOLD RESOURCE CORP,Gold Resource Corporation,high,transcripts_by_company/Gold_Resource_Corporation_2020Q1.txt,2020-03-03,2020-03-02,0.09,2020-03-02,high,38068T10_2020_1,
92560210,2008.0,2.0,-0.21,-0.23,92560210,VICAL INCORPORATED,Vical Inc.,high,transcripts_by_company/Vical_Inc_2008Q2.txt,2008-05-08,2008-05-08,-0.24,2008-05-08,high,92560210_2008_2,0.0188888888888888
12589610,2008.0,3.0,0.33,0.27,12589610,CMS ENERGY CORP,CMS Energy Corporation,high,transcripts_by_company/CMS_Energy_Corporation_2008Q3.txt,2008-09-24,2008-11-05,0.33,2008-11-05,high,12589610_2008_3,0.0125
66988N10,2017.0,4.0,-0.51,-0.51,66988N10,NOVAN INC,"Novan, Inc.",high,transcripts_by_company/Novan_Inc_2017Q4.txt,2017-10-18,2017-11-09,-0.47,2017-11-09,high,66988N10_2017_4,0.1328571428571428
18586010,2009.0,1.0,-0.24,-0.19,18586010,CLEVELAND BIOLABS INC,"Cleveland BioLabs, Inc.",high,transcripts_by_company/Cleveland_BioLabs_Inc_2009Q1.txt,2009-03-31,2009-03-30,-1.13,2009-03-30,high,18586010_2009_1,
80001310,2007.0,1.0,-0.14,0.23,80001310,SANDERSON FARMS INC,"Sanderson Farms, Inc.",high,transcripts_by_company/Sanderson_Farms_Inc_2007Q1.txt,2007-02-27,2007-02-27,-0.14,2007-02-27,high,80001310_2007_1,0.2377777777777777
39032010,2018.0,2.0,0.57,0.31,39032010,GREAT ELM CAPITAL CORP,Great Elm Capital Corporation,high,transcripts_by_company/Great_Elm_Capital_Corporation_2018Q2.txt,2018-05-10,2018-05-09,0.36,2018-05-09,high,39032010_2018_2,0.0277777777777777
50075N10,2008.0,2.0,0.58,0.53,50075N10,"KRAFT FOODS, INC.",Kraft Foods,high,transcripts_by_company/Kraft_Foods_2008Q2.txt,2008-04-30,2008-04-30,0.44,2008-04-30,high,50075N10_2008_2,0.0166666666666666
38526M10,2013.0,2.0,0.45,0.39,38526M10,GRAND CANYON EDUCATION INC,"Grand Canyon Education, Inc.",high,transcripts_by_company/Grand_Canyon_Education_Inc_2013Q2.txt,2013-05-07,2013-05-07,0.43,2013-05-07,high,38526M10_2013_2,0.0111111111111111
34555010,2010.0,2.0,-0.1,-0.1,34555010,FOREST CITY ENTERPRISES INC,"Forest City Enterprises, Inc.",high,transcripts_by_company/Forest_City_Enterprises_Inc_2010Q2.txt,2010-04-01,2010-06-08,-0.1,2010-06-08,high,34555010_2010_2,0.012
14141A10,2007.0,3.0,0.08,0.05,14141A10,CARDIAC SCIENCE CORP,Cardiac Science,high,transcripts_by_company/Cardiac_Science_2007Q3.txt,2007-07-31,2007-07-31,0.07,2007-07-31,high,14141A10_2007_3,0.01
87969010,2010.0,2.0,0.13,0.16,87969010,TELMEX INTERNACIONAL SAB DE CV,Telmex Internacional S.A.B DE CV,high,transcripts_by_company/Telmex_Internacional_SAB_DE_CV_2010Q2.txt,2010-04-29,2010-04-28,0.17,2010-04-28,high,87969010_2010_2,
64110W10,2023.0,2.0,13.88,8.3,64110W10,"NETEASE, INC","NetEase, Inc.",high,transcripts_by_company/NetEase_Inc_2023Q2.txt,2023-05-25,2023-05-25,11.62,2023-05-25,high,64110W10_2023_2,0.6980000000000001
61744644,2016.0,2.0,0.75,0.78,61744644,MORGAN STANLEY DEAN WITTER,Morgan Stanley,high,transcripts_by_company/Morgan_Stanley_2016Q2.txt,2016-04-18,2016-04-18,0.55,2016-04-18,high,61744644_2016_2,0.0655555555555555
94271210,2005.0,1.0,0.44,0.44,94271210,WATSON WYATT & CO HOLDINGS,Watson Wyatt,high,transcripts_by_company/Watson_Wyatt_2005Q1.txt,2005-02-03,2005-02-03,0.34,2005-02-03,high,94271210_2005_1,0.0177777777777777
98181110,2017.0,1.0,0.57,0.65,98181110,WORTHINGTON INDUSTRIES INC,"Worthington Industries, Inc.",high,transcripts_by_company/Worthington_Industries_Inc_2017Q1.txt,2017-03-30,2017-03-29,0.57,2017-03-29,high,98181110_2017_1,0.0744444444444444
30064510,2011.0,4.0,-0.04,0.05,30064510,EXAR CORP,Exar Corp,high,transcripts_by_company/Exar_Corp_2011Q4.txt,2011-10-25,2011-10-25,0.03,2011-10-25,high,30064510_2011_4,0.0025
82459610,2007.0,2.0,,,82459610,SHINHAN FINANCIAL GROUP CO LTD,Shinhan Financial Group,high,transcripts_by_company/Shinhan_Financial_Group_2007Q2.txt,2007-05-04,2007-05-15,,2007-05-15,high,82459610_2007_2,
92923610,2004.0,3.0,0.53,0.69,92923610,WD 40 CO,WD-40 Company,high,transcripts_by_company/WD-40_Company_2004Q3.txt,2004-07-14,2004-07-14,0.35,2004-07-14,high,92923610_2004_3,0.061
69370C10,2023.0,3.0,1.2,1.22,69370C10,PTC INC,PTC Inc.,high,transcripts_by_company/PTC_Inc_2023Q3.txt,2023-07-26,2023-07-26,0.99,2023-07-26,high,69370C10_2023_3,0.0744444444444444
71714F10,2011.0,3.0,0.31,0.2,71714F10,PHARMERICA CORP,PharMerica Corp.,high,transcripts_by_company/PharMerica_Corp_2011Q3.txt,2011-08-05,2011-08-04,0.32,2011-08-04,high,71714F10_2011_3,0.01375
70806A10,2022.0,1.0,0.29,0.28,70806A10,PENNANTPARK FLOATING RATE CAPITA,PennantPark Floating Rate Capital Ltd.,high,transcripts_by_company/PennantPark_Floating_Rate_Capital_Ltd_2022Q1.txt,2022-02-10,2022-02-09,0.33,2022-02-09,high,70806A10_2022_1,0.0066666666666666
71708110,2006.0,3.0,0.54,0.48,71708110,PFIZER INC,Pfizer Inc.,high,transcripts_by_company/Pfizer_Inc_2006Q3.txt,2006-07-20,2006-07-20,0.5,2006-07-20,high,71708110_2006_3,0.0188888888888888
GAHHBPMM,2008.0,2.0,11.03,,GAHHBPMM,"GAS, NAT, NYMEX HENRY HUB (MCF)",MCF Corporation,high,transcripts_by_company/MCF_Corporation_2008Q2.txt,2008-05-07,2008-07-01,11.03,2008-07-01,high,GAHHBPMM_2008_2,
04022810,2004.0,4.0,0.63,0.55,04022810,ARGOSY GAMING CORP,Argosy Gaming Company,high,transcripts_by_company/Argosy_Gaming_Company_2004Q4.txt,2004-10-27,2004-10-27,0.65,2004-10-27,high,04022810_2004_4,0.0322222222222222
09227Q10,2023.0,1.0,0.72,0.63,09227Q10,BLACKBAUD INC,"Blackbaud, Inc.",high,transcripts_by_company/Blackbaud_Inc_2023Q1.txt,2023-02-14,2023-02-13,2.69,2023-02-13,high,09227Q10_2023_1,0.0844444444444444
98920710,2010.0,3.0,0.46,0.36,98920710,ZEBRA TECHNOLOGIES CORP,Zebra Technologies,high,transcripts_by_company/Zebra_Technologies_2010Q3.txt,2010-08-05,2010-08-05,0.4,2010-08-05,high,98920710_2010_3,0.0233333333333333
81763U10,2012.0,4.0,0.05,0.04,81763U10,SERVICESOURCE INTERNATIONAL INC,ServiceSource International Inc,high,transcripts_by_company/ServiceSource_International_Inc_2012Q4.txt,2012-11-05,2012-11-05,0.02,2012-11-05,high,81763U10_2012_4,0.0066666666666666
12960310,2016.0,1.0,0.14,0.25,12960310,CALGON CARBON CORP,Calgon Carbon Corporation,high,transcripts_by_company/Calgon_Carbon_Corporation_2016Q1.txt,2016-02-19,2016-02-19,0.82,2016-02-19,high,12960310_2016_1,0.0111111111111111
30219E10,2021.0,4.0,0.17,-0.26,30219E10,EXPRESS INC,"PetMed Express, Inc.",high,transcripts_by_company/PetMed_Express_Inc_2021Q4.txt,2021-10-25,2021-12-02,0.17,2021-12-02,high,30219E10_2021_4,0.0711111111111111
P7368411,2021.0,2.0,-0.16,-0.12,P7368411,ONESPAWORLD HOLDINGS LTD,OneSpaWorld Holdings Limited,high,transcripts_by_company/OneSpaWorld_Holdings_Limited_2021Q2.txt,2021-06-09,2021-08-05,-0.16,2021-08-05,high,P7368411_2021_2,0.0144444444444444
26414210,2008.0,3.0,0.9,0.36,26414210,DUCKWALL-ALCO STORES INC,Duckwall-ALCO Stores,high,transcripts_by_company/Duckwall-ALCO_Stores_2008Q3.txt,2008-08-01,2008-09-11,0.9,2008-09-11,high,26414210_2008_3,
67104410,2015.0,3.0,0.53,0.7,67104410,OSI SYSTEMS INC,OSI Systems Inc,high,transcripts_by_company/OSI_Systems_Inc_2015Q3.txt,2015-08-20,2015-08-20,3.53,2015-08-20,high,67104410_2015_3,0.02
25382710,2018.0,3.0,,-0.02,25382710,DIGIRAD CORP,Digirad Corporation,high,transcripts_by_company/Digirad_Corporation_2018Q3.txt,2018-08-02,2018-08-02,-0.02,2018-08-02,high,25382710_2018_3,
00123Q10,2018.0,3.0,0.61,0.59,00123Q10,AGNC INVESTMENT CORP,AGNC Investment Corp.,high,transcripts_by_company/AGNC_Investment_Corp_2018Q3.txt,2018-07-26,2018-07-25,0.63,2018-07-25,high,00123Q10_2018_3,0.0388888888888888
74112D10,2012.0,2.0,0.35,0.28,74112D10,PRESTIGE BRANDS HOLDINGS INC,"Prestige Brands Holdings, Inc.",high,transcripts_by_company/Prestige_Brands_Holdings_Inc_2012Q2.txt,2012-05-17,2012-05-17,0.99,2012-05-17,high,74112D10_2012_2,0.0188888888888888
63618010,2014.0,1.0,1.15,1.02,63618010,NATIONAL FUEL GAS CO N J,National Fuel Gas Company,high,transcripts_by_company/National_Fuel_Gas_Company_2014Q1.txt,2014-02-07,2014-02-07,0.97,2014-02-07,high,63618010_2014_1,0.0511111111111111
78486Q10,2019.0,2.0,6.08,5.04,78486Q10,SVB FINANCIAL GROUP,SVB Financial Group,high,transcripts_by_company/SVB_Financial_Group_2019Q2.txt,2019-04-25,2019-04-25,5.44,2019-04-25,high,78486Q10_2019_2,0.1766666666666666
65490220,2015.0,3.0,0.09,0.08,65490220,NOKIA CORP,Kemira Oyj,high,transcripts_by_company/Kemira_Oyj_2015Q3.txt,2015-07-22,2015-07-30,0.09,2015-07-30,high,65490220_2015_3,0.0133333333333333
57978020,2019.0,2.0,1.16,1.13,57978020,MCCORMICK  COMPANY INC,"McCormick &amp; Company, Incorporated",high,transcripts_by_company/McCormick_and_Company_Incorporated_2019Q2.txt,2019-06-27,2019-06-27,1.16,2019-06-27,high,57978020_2019_2,0.0255555555555555
91820410,2011.0,4.0,2.32,2.0,91820410,VF CORP,VF Corporation,high,transcripts_by_company/VF_Corporation_2011Q4.txt,2011-10-24,2011-10-24,2.87,2011-10-24,high,91820410_2011_4,0.0788888888888888
45667G10,2008.0,4.0,-0.16,-0.09,45667G10,INFINERA CORP,Infinera Corporation,high,transcripts_by_company/Infinera_Corporation_2008Q4.txt,2008-10-21,2008-10-21,-0.07,2008-10-21,high,45667G10_2008_4,0.02
03938010,2009.0,2.0,-0.11,1.05,03938010,ARCH COAL INC,"Arch Coal, Inc.",high,transcripts_by_company/Arch_Coal_Inc_2009Q2.txt,2009-04-24,2009-04-24,0.21,2009-04-24,high,03938010_2009_2,0.1866666666666666
22704610,2016.0,4.0,-0.58,-0.25,22704610,CROCS INC,"Crocs, Inc.",high,transcripts_by_company/Crocs_Inc_2016Q4.txt,2016-11-09,2016-11-09,-0.03,2016-11-09,high,22704610_2016_4,0.05
04269Q10,2006.0,1.0,0.21,0.15,04269Q10,ARRIS GROUP INC,"ARRIS Group, Inc.",high,transcripts_by_company/ARRIS_Group_Inc_2006Q1.txt,2006-02-09,2006-02-08,0.6,2006-02-08,high,04269Q10_2006_1,0.02
13134710,2004.0,2.0,-0.3,-0.05,13134710,CALPINE CORPORATION,Calpine Corporation,high,transcripts_by_company/Calpine_Corporation_2004Q2.txt,2004-05-06,2004-05-06,-0.2,2004-05-06,high,13134710_2004_2,0.0611111111111111
45773010,2023.0,1.0,-0.53,-0.81,45773010,INSPIRE MEDICAL SYSTEMS INC,"Inspire Medical Systems, Inc.",high,transcripts_by_company/Inspire_Medical_Systems_Inc_2023Q1.txt,2023-01-09,2023-02-07,-1.06,2023-02-07,high,45773010_2023_1,0.2666666666666666
60782810,2013.0,1.0,0.18,0.22,60782810,MODINE MANUFACTURING CO,Modine Manufacturing Company,high,transcripts_by_company/Modine_Manufacturing_Company_2013Q1.txt,2013-02-01,2013-02-01,0.02,2013-02-01,high,60782810_2013_1,0.025
23585110,2016.0,1.0,1.08,1.11,23585110,DANAHER CORP,Danaher Corporation,high,transcripts_by_company/Danaher_Corporation_2016Q1.txt,2016-01-26,2016-01-26,4.3,2016-01-26,high,23585110_2016_1,0.0366666666666666
G8127610,2009.0,1.0,1.09,3.08,G8127610,SIGNET JEWELERS LTD,Signet Jewelers Limited,high,transcripts_by_company/Signet_Jewelers_Limited_2009Q1.txt,2009-03-25,2009-03-25,1.42,2009-03-25,high,G8127610_2009_1,0.06
44980X10,2017.0,2.0,1.91,1.35,44980X10,IPG PHOTONICS CORP,IPG Photonics Corporation,high,transcripts_by_company/IPG_Photonics_Corporation_2017Q2.txt,2017-05-02,2017-05-02,1.38,2017-05-02,high,44980X10_2017_2,0.0477777777777777
67802610,2022.0,1.0,-0.22,-0.15,67802610,OIL STATES INTERNATIONAL INC,"Oil States International, Inc.",high,transcripts_by_company/Oil_States_International_Inc_2022Q1.txt,2022-02-17,2022-02-16,-0.76,2022-02-16,high,67802610_2022_1,0.0285714285714285
56584910,2018.0,1.0,0.18,-0.06,56584910,MARATHON OIL CORP,Marathon Oil Corporation,high,transcripts_by_company/Marathon_Oil_Corporation_2018Q1.txt,2018-02-15,2018-02-14,-0.25,2018-02-14,high,56584910_2018_1,0.0955555555555555
M2508210,2014.0,4.0,0.11,0.1,M2508210,CLICKSOFTWARE TECHNOLOGIES,ClickSoftware Technologies Ltd.,high,transcripts_by_company/ClickSoftware_Technologies_Ltd_2014Q4.txt,2014-10-29,2014-10-29,0.0,2014-10-29,high,M2508210_2014_4,0.03
65540B10,2015.0,3.0,0.0,0.12,65540B10,NOODLES & CO,Noodles &amp; Company,high,transcripts_by_company/Noodles_and_Company_2015Q3.txt,2015-08-06,2015-08-06,0.1,2015-08-06,high,65540B10_2015_3,0.01
90921810,2007.0,4.0,1.55,1.75,90921810,UNIT CORPORATION,Unit Corp.,high,transcripts_by_company/Unit_Corp_2007Q4.txt,2007-10-02,2007-11-01,1.37,2007-11-01,high,90921810_2007_4,0.085
85837510,2019.0,3.0,,,85837510,STEIN MART INC,Maire Tecnimont S.p.A.,high,transcripts_by_company/Maire_Tecnimont_SpA_2019Q3.txt,2019-07-25,2019-08-21,,2019-08-21,high,85837510_2019_3,
83215410,2008.0,1.0,0.1,0.19,83215410,SMITH MICRO SOFTWARE INC,"Smith Micro Software, Inc.",high,transcripts_by_company/Smith_Micro_Software_Inc_2008Q1.txt,2008-03-05,2008-03-05,0.84,2008-03-05,high,83215410_2008_1,0.03
14047510,2020.0,3.0,-7.0,-0.36,14047510,CAPITAL SENIOR LIVING CORP,Capital Senior Living Corporation,high,transcripts_by_company/Capital_Senior_Living_Corporation_2020Q3.txt,2020-08-06,2020-08-06,-0.42,2020-08-06,high,14047510_2020_3,
04560410,2008.0,2.0,-0.09,,04560410,ASSOCIATED ESTATES REALTY CP,Associated Estates Realty,high,transcripts_by_company/Associated_Estates_Realty_2008Q2.txt,2008-04-29,2008-04-29,2.32,2008-04-29,high,04560410_2008_2,
64049110,2009.0,3.0,0.29,0.26,64049110,NEOGEN CORP,Neogen,high,transcripts_by_company/Neogen_2009Q3.txt,2009-09-24,2009-09-24,0.29,2009-09-24,high,64049110_2009_3,0.01
01880410,2011.0,1.0,2.1,2.17,01880410,ALLIANT TECHSYSTEMS INC,Alliant Techsystems Inc.,high,transcripts_by_company/Alliant_Techsystems_Inc_2011Q1.txt,2011-02-03,2011-02-03,2.09,2011-02-03,high,01880410_2011_1,0.0855555555555555
85856810,2023.0,4.0,0.49,0.46,85856810,STELLUS CAPITAL INVESTMENT CORP,Stellus Capital Investment Corporation,high,transcripts_by_company/Stellus_Capital_Investment_Corporation_CurrentQ4.txt,2023-11-08,2023-11-07,0.47,2023-11-07,high,85856810_2023_4,0.015
76171L10,2022.0,4.0,0.53,0.62,76171L10,REYNOLDS CONSUMER PRODUCTS INC,Reynolds Consumer Products Inc.,high,transcripts_by_company/Reynolds_Consumer_Products_Inc_2022Q4.txt,2021-11-04,2021-11-04,0.33,2021-11-04,high,76171L10_2022_4,0.0266666666666666
88089010,2017.0,3.0,0.99,0.63,88089010,TERNIUM SA,Terumo Corporation,high,transcripts_by_company/Terumo_Corporation_2017Q3.txt,2017-08-03,2017-08-01,1.27,2017-08-01,high,88089010_2017_3,0.175
25386810,2012.0,4.0,0.36,0.45,25386810,DIGITAL REALTY TRUST INC,Digital Realty Trust Inc,high,transcripts_by_company/Digital_Realty_Trust_Inc_2012Q4.txt,2012-10-26,2012-10-26,0.37,2012-10-26,high,25386810_2012_4,0.059
49458010,2008.0,2.0,0.33,0.33,49458010,KINDRED HEALTHCARE INC,"Kindred Healthcare, Inc.",high,transcripts_by_company/Kindred_Healthcare_Inc_2008Q2.txt,2008-05-06,2008-05-05,0.39,2008-05-05,high,49458010_2008_2,0.0333333333333333
63530910,2014.0,1.0,-0.05,0.01,63530910,NATIONAL CINEMEDIA INC,National CineMedia,high,transcripts_by_company/National_CineMedia_2014Q1.txt,2014-03-11,2014-05-05,-0.05,2014-05-05,high,63530910_2014_1,0.0155555555555555
48282T10,2011.0,4.0,0.59,0.63,48282T10,KADANT INC,Kadant Inc.,high,transcripts_by_company/Kadant_Inc_2011Q4.txt,2011-10-27,2011-10-26,0.54,2011-10-26,high,48282T10_2011_4,0.0333333333333333
09062X10,2017.0,2.0,5.04,5.18,09062X10,BIOGEN IDEC INC,Biogen Inc.,high,transcripts_by_company/Biogen_Inc_2017Q2.txt,2017-06-07,2017-07-25,5.04,2017-07-25,high,09062X10_2017_2,0.3344444444444444
26788810,2011.0,2.0,0.29,0.17,26788810,DYNAMIC MATERIALS CORP,Dynamic Materials Corporation,high,transcripts_by_company/Dynamic_Materials_Corporation_2011Q2.txt,2011-04-28,2011-04-28,0.06,2011-04-28,high,26788810_2011_2,0.0177777777777777
74051E10,2010.0,2.0,,,74051E10,PREMIER EXHIBITIONS INC,"Premier Exhibitions, Inc.",high,transcripts_by_company/Premier_Exhibitions_Inc_2010Q2.txt,2010-05-13,2010-05-12,,2010-05-12,high,74051E10_2010_2,
09075V10,2022.0,2.0,6.45,7.55,09075V10,BIONTECH SE,BioNTech SE,high,transcripts_by_company/BioNTech_SE_2022Q2.txt,2022-05-09,2022-05-09,14.24,2022-05-09,high,09075V10_2022_2,2.1688888888888886
34964C10,2020.0,1.0,0.81,0.71,34964C10,FORTUNE BRANDS HOME & SECURITY I,"Fortune Brands Home &amp; Security, Inc.",high,transcripts_by_company/Fortune_Brands_Home_and_Security_Inc_2020Q1.txt,2020-01-29,2020-01-29,3.6,2020-01-29,high,34964C10_2020_1,0.0355555555555555
M4723810,2021.0,2.0,-0.33,-0.34,M4723810,GALMED PHARMACEUTICALS LTD,Galmed Pharmaceuticals Ltd.,high,transcripts_by_company/Galmed_Pharmaceuticals_Ltd_2021Q2.txt,2021-05-13,2021-05-13,-0.38,2021-05-13,high,M4723810_2021_2,0.1022222222222222
Y8564W10,2015.0,3.0,0.04,0.21,Y8564W10,TEEKAY CORP,Teekay Offshore Partners L.P.,high,transcripts_by_company/Teekay_Offshore_Partners_LP_2015Q3.txt,2015-08-06,2015-08-06,0.27,2015-08-06,high,Y8564W10_2015_3,0.1811111111111111
68616410,2013.0,1.0,-0.21,-0.34,68616410,OREXIGEN THERAPEUTICS INC,"Orexigen Therapeutics, Inc.",high,transcripts_by_company/Orexigen_Therapeutics_Inc_2013Q1.txt,2013-03-13,2013-03-13,-1.27,2013-03-13,high,68616410_2013_1,0.08
